,Acc,Dice,Fdr,Fnr,Fpr,Jac,Mcc,Npv,Ppv,Sen,Spe,precision
11,0.9988822937011719,0.9692839920327079,0.011968369309681556,0.04876543209876543,0.00021765830755118856,0.9403986981285598,0.9688959511353528,0.99907948653215,0.9880316306903184,0.9512345679012346,0.9997823416924488,0.9880316306903184
12,0.9985275268554688,0.960181555601403,0.008310249307479225,0.06938612277544491,0.00015166658240745422,0.9234126984126985,0.9599352756694088,0.9986521707043282,0.9916897506925207,0.9306138772245551,0.9998483334175925,0.9916897506925207
13,0.9986610412597656,0.9623511745146412,0.027530890960329502,0.0475583864118896,0.0004933303293271286,0.927434360140583,0.9617236068487368,0.9991302018009482,0.9724691090396705,0.9524416135881104,0.9995066696706729,0.9724691090396705
14,0.9987106323242188,0.9626519337016575,0.02068345323741007,0.05345501955671447,0.0003572232878520785,0.927993182786536,0.9621403658591311,0.9990453868123681,0.97931654676259,0.9465449804432855,0.999642776712148,0.97931654676259
15,0.9989662170410156,0.9683300222040435,0.024487873793265835,0.038747099767981436,0.00040336030158939475,0.9386044404168554,0.9678316919910823,0.9993524546621325,0.9755121262067342,0.9612529002320186,0.9995966396984106,0.9755121262067342
16,0.9988288879394531,0.9618301628745493,0.023725391216557295,0.052193089928938986,0.0003642521399813224,0.9264670658682634,0.9613441478336816,0.9991750005809855,0.9762746087834427,0.947806910071061,0.9996357478600186,0.9762746087834427
17,0.9989013671875,0.9596072931276297,0.022292083452414974,0.05783530707793996,0.00030172563855589466,0.9223510380156377,0.9592195570203967,0.9991880763208258,0.977707916547585,0.9421646929220601,0.9996982743614441,0.977707916547585
18,0.9991226196289062,0.9636994949494949,0.04384591293454432,0.028635062042634427,0.0005405384535194845,0.929942126104173,0.9632861991459675,0.9996524438986526,0.9561540870654557,0.9713649379573656,0.9994594615464805,0.9561540870654557
19,0.9990768432617188,0.9587030716723549,0.017488632388947184,0.0639786737754082,0.00019294366430889508,0.9206817436905933,0.9585244102469607,0.9992595020922923,0.9825113676110528,0.9360213262245918,0.9998070563356911,0.9825113676110528
20,0.9990005493164062,0.950152207001522,0.0043859649122807015,0.0913391557496361,4.240620518435134e-05,0.9050380572671257,0.9506602302828789,0.9990332619513472,0.9956140350877193,0.9086608442503639,0.9999575937948156,0.9956140350877193
21,0.9986724853515625,0.9271051529116046,0.04939862542955326,0.09525756336876533,0.0004428220471470708,0.8641155798516205,0.9267240641935621,0.9991032115035255,0.9506013745704467,0.9047424366312347,0.9995571779528529,0.9506013745704467
22,0.9991722106933594,0.9440577468419695,0.02709883103081828,0.08312468703054582,0.0001960430064540433,0.89404296875,0.9440623168163366,0.9993621811866503,0.9729011689691818,0.9168753129694541,0.999803956993546,0.9729011689691818
23,0.9991455078125,0.9391304347826087,0.023176936122102882,0.09576138147566719,0.00015755111765225778,0.8852459016393442,0.9394103580138464,0.9992971675468075,0.9768230638778971,0.9042386185243328,0.9998424488823477,0.9768230638778971
24,0.9993362426757812,0.9457605985037406,0.04830614805520703,0.060099132589838906,0.0002955513760411469,0.8971023063276168,0.9454452905569972,0.9996277106121666,0.951693851944793,0.9399008674101611,0.9997044486239589,0.951693851944793
25,0.9993972778320312,0.9401968205904617,0.03044496487119438,0.08743570903747244,0.00014954962555074525,0.8871428571428571,0.9403297734959141,0.99954382185285,0.9695550351288056,0.9125642909625276,0.9998504503744493,0.9695550351288056
26,0.9986076354980469,0.8,0.06290115532734275,0.30210325047801145,0.0001876689978475515,0.6666666666666666,0.8080710470400646,0.9987909628297591,0.9370988446726572,0.6978967495219885,0.9998123310021525,0.9370988446726572
27,0.9993820190429688,0.9015795868772782,0.04749679075738126,0.14417531718569782,0.0001416121587434026,0.8207964601769911,0.9025694617588759,0.9995217416256958,0.9525032092426188,0.8558246828143022,0.9998583878412566,0.9525032092426188
28,0.9996833801269531,0.9060022650056625,0.0430622009569378,0.13978494623655913,6.878656674780934e-05,0.8281573498964804,0.9071344207544432,0.9997516486707473,0.9569377990430622,0.8602150537634409,0.9999312134332522,0.9569377990430622
29,0.999664306640625,0.9222614840989399,0.01509433962264151,0.132890365448505,3.0587821458886147e-05,0.8557377049180328,0.9239728965293744,0.9996942059675705,0.9849056603773585,0.867109634551495,0.9999694121785411,0.9849056603773585
30,0.9996986389160156,0.9475083056478405,0.054376657824933686,0.05059920106524634,0.00015685194324255048,0.9002525252525253,0.9473590849291279,0.9998546233597306,0.9456233421750663,0.9494007989347537,0.9998431480567574,0.9456233421750663
31,0.9996261596679688,0.9371794871794872,0.022727272727272728,0.09975369458128079,6.505135230281787e-05,0.8817852834740652,0.937786567311351,0.9996901253270899,0.9772727272727273,0.9002463054187192,0.9999349486476972,0.9772727272727273
32,0.999664306640625,0.9507829977628636,0.011627906976744186,0.08405172413793104,3.8282494181060884e-05,0.906183368869936,0.9513077601152347,0.9997014742578956,0.9883720930232558,0.915948275862069,0.999961717505819,0.9883720930232558
33,0.9995498657226562,0.9441816461684012,0.03012633624878523,0.08018433179723503,0.00011874710314526602,0.8942652329749103,0.9442898875793163,0.9996668134729908,0.9698736637512148,0.919815668202765,0.9998812528968547,0.9698736637512148
34,0.9994773864746094,0.9391921881935198,0.0148975791433892,0.10262934690415607,6.131090376104076e-05,0.8853556485355648,0.939960490022746,0.9995365227716705,0.9851024208566108,0.897370653095844,0.999938689096239,0.9851024208566108
35,0.9994659423828125,0.9521203830369357,0.027932960893854747,0.06702412868632708,0.00015346132007427527,0.9086161879895561,0.9520546833352026,0.9996164349934027,0.9720670391061452,0.9329758713136729,0.9998465386799257,0.9720670391061452
36,0.9994468688964844,0.9592123769338959,0.030147895335608646,0.051196438508625486,0.0002035744602396033,0.9216216216216216,0.9589924572356123,0.9996466783928475,0.9698521046643913,0.9488035614913745,0.9997964255397604,0.9698521046643913
37,0.9991073608398438,0.9436958614051973,0.05493975903614458,0.05766458433445459,0.00043835532159515196,0.8933940774487471,0.9432469753089535,0.9995385839911716,0.9450602409638554,0.9423354156655455,0.9995616446784048,0.9450602409638554
38,0.9992256164550781,0.9582390454638963,0.0403790688092295,0.04313886606409203,0.0003773439605714066,0.919826224328594,0.9578492428375855,0.9995957137961704,0.9596209311907705,0.956861133935908,0.9996226560394286,0.9596209311907705
39,0.9987907409667969,0.9403574788334901,0.10909090909090909,0.004382470119521913,0.0011785821579608218,0.8874289772727273,0.9412292596543052,0.9999575844743752,0.8909090909090909,0.9956175298804781,0.9988214178420391,0.8909090909090909
40,0.9990615844726562,0.9590545938748336,0.04539430086149768,0.03645484949832776,0.0005286432005680021,0.9213303485769108,0.9585906104091035,0.999579355217153,0.9546056991385024,0.9635451505016722,0.999471356799432,0.9546056991385024
41,0.9989356994628906,0.9584264640143049,0.020706455542021926,0.06156988619784068,0.00026283545341048326,0.9201716738197425,0.9581108743312512,0.9991848875840222,0.9792935444579781,0.9384301138021593,0.9997371645465896,0.9792935444579781
42,0.998443603515625,0.937442502299908,0.10351906158357771,0.017673521850899744,0.0013627659903023566,0.8822510822510823,0.9376602488686321,0.9997874264688831,0.8964809384164223,0.9823264781491002,0.9986372340096976,0.8964809384164223
43,0.9989547729492188,0.9622901183594825,0.03398728930643824,0.04140389361118728,0.0004758275724669919,0.9273209549071618,0.9617675114893496,0.9994159172227057,0.9660127106935618,0.9585961063888128,0.999524172427533,0.9660127106935618
44,0.9985809326171875,0.9526958290946084,0.005574727900185824,0.08567244325115939,8.138052370304634e-05,0.9096648858669257,0.9528418113030503,0.9986415199495311,0.9944252720998141,0.9143275567488406,0.9999186194762969,0.9944252720998141
45,0.9978294372558594,0.9273586110047236,0.02076031275276355,0.11930164888457807,0.0002984264785675529,0.8645560580814092,0.9276025391375957,0.9980962330953624,0.9792396872472364,0.8806983511154219,0.9997015735214324,0.9792396872472364
46,0.9983291625976562,0.9488078541374474,0.08581081081081081,0.013848396501457727,0.0014765839366270327,0.9026017344896597,0.9486629872586462,0.9997788160059603,0.9141891891891892,0.9861516034985423,0.9985234160633729,0.9141891891891892
47,0.9977340698242188,0.9405881176235247,0.039427987742594484,0.07858122672937488,0.000750852976762462,0.8878398791540786,0.9396449854796989,0.9984411989939708,0.9605720122574055,0.9214187732706252,0.9992491470232375,0.9605720122574055
48,0.998443603515625,0.958256599140577,0.03343653250773994,0.04990870359099209,0.0006298232995742861,0.9198585739540366,0.9575003951814358,0.9990439138900656,0.9665634674922601,0.9500912964090079,0.9993701767004257,0.9665634674922601
49,0.9983749389648438,0.9584309133489461,0.016816816816816817,0.06510565391205025,0.0003269869322008167,0.9201798763350196,0.9579185592620835,0.9986700317714632,0.9831831831831832,0.9348943460879497,0.9996730130677992,0.9831831831831832
50,0.9985809326171875,0.9674654539093931,0.01320249776984835,0.051123691885400585,0.0002887072547451378,0.9369811960020329,0.9669343203790426,0.9988383832477713,0.9867975022301516,0.9488763081145994,0.9997112927452548,0.9867975022301516
51,0.9980926513671875,0.9555713524080327,0.014660069635330768,0.0724512678971882,0.00031207698939328334,0.9149225795473881,0.9550529435733762,0.9983637659873699,0.9853399303646693,0.9275487321028117,0.9996879230106067,0.9853399303646693
52,0.9980812072753906,0.9594060204987491,0.020273611340036263,0.06008855154965212,0.00048080681729340945,0.9219792151388243,0.9586401524391243,0.9985160713379179,0.9797263886599638,0.9399114484503479,0.9995191931827065,0.9797263886599638
53,0.998138427734375,0.9594347464671654,0.037685509421377356,0.04342781369136416,0.0008824298839175201,0.9220322735261224,0.958486605897309,0.9989771498397405,0.9623144905786226,0.9565721863086358,0.9991175701160825,0.9623144905786226
54,0.9988212585449219,0.9737535037798352,0.026659874341993548,0.02583276682528892,0.0006126590181846562,0.948849528223804,0.9731506865501833,0.9994068408421299,0.9733401256580064,0.9741672331747111,0.9993873409818154,0.9733401256580064
55,0.9987640380859375,0.9722412611377655,0.023071625344352618,0.03240109140518418,0.0005228656157327923,0.9459819939979993,0.9716209219133128,0.9992587853442357,0.9769283746556474,0.9675989085948158,0.9994771343842672,0.9769283746556474
56,0.99810791015625,0.9530391971217572,0.07396504139834406,0.01833430856251219,0.0015640988728372054,0.9102911918972689,0.9524964307500341,0.999633826628595,0.926034958601656,0.9816656914374878,0.9984359011271627,0.926034958601656
57,0.9986152648925781,0.9646164343503265,0.018643395477984926,0.05156220049837071,0.0003658626769471484,0.9316512897759367,0.9640563835006781,0.9989537226470429,0.9813566045220151,0.9484377995016293,0.9996341373230528,0.9813566045220151
58,0.9987068176269531,0.9653622151834066,0.009435940448731391,0.05858907931446791,0.00017501147297433942,0.9330436500098755,0.9650281278181776,0.9988576979116076,0.9905640595512686,0.9414109206855321,0.9998249885270256,0.9905640595512686
59,0.9988059997558594,0.9658632348129567,0.018617021276595744,0.049173287524157186,0.00032623006210022253,0.9339801729592913,0.9653808203748547,0.9991111352627002,0.9813829787234043,0.9508267124758428,0.9996737699378998,0.9813829787234043
60,0.9982795715332031,0.946226302611184,0.026018654884634267,0.07999072571296081,0.0004111220140324476,0.8979407105680018,0.9457494825061143,0.9986631534079901,0.9739813451153657,0.9200092742870392,0.9995888779859675,0.9739813451153657
61,0.998443603515625,0.9506889050036258,0.004807692307692308,0.0900046274872744,7.369425417536129e-05,0.9060124395300622,0.9508817691217464,0.9984933692755779,0.9951923076923077,0.9099953725127256,0.9999263057458246,0.9951923076923077
62,0.998199462890625,0.9375,0.029072956664838178,0.09370199692780339,0.0004104740588139623,0.8823529411764706,0.937159580665391,0.9985841283104705,0.9709270433351618,0.9062980030721967,0.999589525941186,0.9709270433351618
63,0.9987297058105469,0.9531051964512041,0.03534777651083238,0.05816866128583357,0.00047959590177566513,0.910411622276029,0.9525315528110473,0.999191914505328,0.9646522234891676,0.9418313387141665,0.9995204040982243,0.9646522234891676
64,0.9983673095703125,0.9361194029850747,0.07410687924416888,0.05342589797766375,0.0009697447369132754,0.8799102132435466,0.9353511312165537,0.999315960534401,0.9258931207558311,0.9465741020223363,0.9990302552630868,0.9258931207558311
65,0.9986763000488281,0.9361310509847229,0.10204802259887005,0.02229911572472126,0.0011134956442670385,0.8799307958477509,0.9363280112286883,0.9997763312149072,0.89795197740113,0.9777008842752788,0.998886504355733,0.89795197740113
66,0.9989509582519531,0.9420198186801603,0.02827316224445411,0.08592471358428805,0.0002502887947631883,0.8903945795137505,0.9419393534096016,0.9991918258962074,0.9717268377555459,0.9140752864157119,0.9997497112052368,0.9717268377555459
67,0.9990463256835938,0.9437190454750113,0.07256637168141593,0.03941338221814849,0.0006308614335941407,0.8934356351236147,0.9433862329823168,0.9996690831293962,0.9274336283185841,0.9605866177818515,0.9993691385664059,0.9274336283185841
68,0.9997482299804688,0.9547945205479452,0.01692524682651622,0.07190412782956059,4.590788582708795e-05,0.9134993446920052,0.9550658609326752,0.9997934477021057,0.9830747531734838,0.9280958721704394,0.999954092114173,0.9830747531734838
69,0.9996490478515625,0.9490022172949002,0.02394526795895097,0.07659115426105717,8.03929300160403e-05,0.9029535864978903,0.9491934411051497,0.9997282473484979,0.976054732041049,0.9234088457389428,0.999919607069984,0.976054732041049
70,0.9994964599609375,0.9400544959128065,0.0067178502879078695,0.10775862068965517,2.6821567605676978e-05,0.8868894601542416,0.9411661144688018,0.9995212598907707,0.9932821497120922,0.8922413793103449,0.9999731784323943,0.9932821497120922
71,0.9992828369140625,0.9290030211480362,0.01521216973578863,0.12080057183702644,7.286812786438857e-05,0.8674188998589563,0.9301524958942605,0.9993522298242588,0.9847878302642114,0.8791994281629736,0.9999271318721357,0.9847878302642114
72,0.9994888305664062,0.9525831564048125,0.023930384336475707,0.06979958534899793,0.00012658373514079564,0.9094594594594595,0.9526051483697149,0.9996126780817978,0.9760696156635243,0.9302004146510021,0.9998734162648591,0.9760696156635243
73,0.9994888305664062,0.9549125168236877,0.024742268041237112,0.06460118655240607,0.0001381284364244687,0.9137153895685769,0.9548657627287579,0.9996240731292844,0.9752577319587629,0.9353988134475939,0.9998618715635755,0.9752577319587629
74,0.9995269775390625,0.9629186602870813,0.005558987029030266,0.06666666666666667,3.4559690345174505e-05,0.9284890426758939,0.9631711190170587,0.9995585836292102,0.9944410129709698,0.9333333333333333,0.9999654403096548,0.9944410129709698
75,0.9993782043457031,0.9518463810930576,0.08413871517907902,0.00922509225092251,0.0005680989413399458,0.9081172491544532,0.9522788653038987,0.9999423929949882,0.915861284820921,0.9907749077490775,0.9994319010586601,0.915861284820921
76,0.9990119934082031,0.9344801416645586,0.020678685047720042,0.10643444605708757,0.00014995559007524695,0.8770180436847104,0.9349789949198263,0.9991546849664563,0.9793213149522799,0.8935655539429125,0.9998500444099248,0.9793213149522799
77,0.9991912841796875,0.9488169966199903,0.010574018126888218,0.08858998144712431,8.07729587519424e-05,0.9026182820395039,0.949222715560481,0.9992658307643817,0.9894259818731118,0.9114100185528757,0.999919227041248,0.9894259818731118
78,0.9992408752441406,0.95358059248892,0.022477283596365374,0.0692167577413479,0.0001808053918476003,0.9112795363352653,0.9534889031106261,0.9994155037626945,0.9775227164036346,0.930783242258652,0.9998191946081524,0.9775227164036346
79,0.9990921020507812,0.9492537313432836,0.03844492440604751,0.06273684210526316,0.00034261208997224456,0.9034090909090909,0.9488748206890882,0.9994265459205862,0.9615550755939525,0.9372631578947368,0.9996573879100278,0.9615550755939525
80,0.9990692138671875,0.9497735693701111,0.011144449207029576,0.08633663366336633,0.00010014675351187703,0.9043512348098784,0.9500607958669586,0.9991609285211173,0.9888555507929704,0.9136633663366337,0.9998998532464881,0.9888555507929704
81,0.9990959167480469,0.9513446930815028,0.01905165114309907,0.07652451175767237,0.00017332023802646022,0.9072043852779953,0.9513303011563082,0.9992609187703536,0.980948348856901,0.9234754882423276,0.9998266797619736,0.980948348856901
82,0.9989700317382812,0.943796835970025,0.03202391118701964,0.07920389926888709,0.00028881478115541317,0.8935750886874261,0.9435773077820743,0.9992494284108667,0.9679760888129804,0.920796100731113,0.9997111852188446,0.9679760888129804
83,0.999176025390625,0.9516562220232766,0.02117863720073665,0.0740418118466899,0.00017702656937902157,0.9077711357813835,0.9516138894470286,0.9993460834243688,0.9788213627992634,0.9259581881533101,0.999822973430621,0.9788213627992634
84,0.9990158081054688,0.9368884540117417,0.016435541859270673,0.10555815039701075,0.00012307550297496568,0.8812701334560515,0.9374664685297693,0.9991314273415912,0.9835644581407293,0.8944418496029892,0.999876924497025,0.9835644581407293
85,0.9988975524902344,0.9254193548387096,0.015916575192096598,0.12664393570384802,0.00011149943673560407,0.8611911623439001,0.9265383627562193,0.9990012369296487,0.9840834248079035,0.873356064296152,0.9998885005632644,0.9840834248079035
86,0.9990730285644531,0.9318755256518082,0.007761194029850746,0.12156448202959831,4.995158538647157e-05,0.8724409448818897,0.9331626928411308,0.9991169774522112,0.9922388059701492,0.8784355179704016,0.9999500484146135,0.9922388059701492
87,0.9990234375,0.9204474829086389,0.02821522309711286,0.1257378984651712,0.00016509886734497985,0.8526194588370755,0.9212598857537537,0.9991827181336812,0.9717847769028871,0.8742621015348289,0.999834901132655,0.9717847769028871
88,0.9992942810058594,0.9359640013845621,0.011695906432748537,0.1111111111111111,6.139135839891337e-05,0.8796356538711776,0.9369396115040373,0.9993519342270761,0.9883040935672515,0.8888888888888888,0.9999386086416011,0.9883040935672515
89,0.9993705749511719,0.9321266968325792,0.01392515230635335,0.11622464898595944,6.133511205158282e-05,0.8728813559322034,0.9332221912436294,0.9994291078373149,0.9860748476936466,0.8837753510140406,0.9999386648879485,0.9860748476936466
90,0.9983634948730469,0.9402090592334494,0.027393310265282585,0.09009981116806043,0.0003675944233991263,0.8871646501841136,0.9399165420324839,0.9987088094759468,0.9726066897347174,0.9099001888319396,0.9996324055766008,0.9726066897347174
91,0.9987297058105469,0.9544895448954489,0.019927027785573953,0.06979222163026105,0.00027477843569797595,0.9129411764705883,0.9541802609991809,0.9989867778375054,0.980072972214426,0.9302077783697389,0.999725221564302,0.980072972214426
92,0.9980621337890625,0.9357612544258979,0.028871391076115485,0.09712054660810152,0.0004262805856320191,0.879277566539924,0.9354184827125971,0.9984593588145579,0.9711286089238845,0.9028794533918985,0.999573719414368,0.9711286089238845
93,0.9983634948730469,0.9434410019775873,0.022938285090114693,0.08794290084119297,0.00032530274454827457,0.8929373596206638,0.9431867947239088,0.9986652842364265,0.9770617149098854,0.9120570991588071,0.9996746972554518,0.9770617149098854
94,0.9982719421386719,0.9407920533263626,0.012890839275918815,0.10137328339575531,0.00018207244933930944,0.888203356367226,0.9409845008928597,0.9984293882351121,0.9871091607240812,0.8986267166042446,0.9998179275506607,0.9871091607240812
95,0.9984359741210938,0.9479298958597917,0.017377567140600316,0.08439646712463199,0.00025574654742160983,0.9010140028971512,0.9477459783891279,0.9986684523855605,0.9826224328593997,0.915603532875368,0.9997442534525783,0.9826224328593997
96,0.9983253479003906,0.9418003446904415,0.010584958217270195,0.10144194282823173,0.00014717786444918684,0.8900025056376848,0.9420763569729714,0.9984490667326748,0.9894150417827298,0.8985580571717683,0.9998528221355508,0.9894150417827298
97,0.9987144470214844,0.9501553024700488,0.02666666666666667,0.07194452470384281,0.0003401847048317825,0.9050436742744435,0.9497809128849259,0.9990380306284866,0.9733333333333334,0.9280554752961572,0.9996598152951682,0.9733333333333334
98,0.9985466003417969,0.9420708529724798,0.031875,0.08261770802487414,0.00039417700093133975,0.8904857717734981,0.941685248465342,0.9989225469599604,0.968125,0.9173822919751259,0.9996058229990686,0.968125
99,0.9977569580078125,0.903952956550147,0.06298679309177108,0.12685389712843168,0.000718216044019693,0.8247391952309985,0.9033954471996218,0.9984490202206096,0.9370132069082289,0.8731461028715684,0.9992817839559803,0.9370132069082289
